trial,step,original,complete,window,sups,size
7,3870,11,11,1,1,100
7,3858,24,24,1,1,100
7,3853,28,30,1,1,100
7,3844,18,40,1,1,100
7,3794,35,91,1,1,100
7,3872,14,14,1,1,100
7,3868,10,24,1,1,100
7,3852,35,41,1,1,100
7,3843,50,50,1,1,100
7,3848,47,47,1,1,100
7,3792,15,103,1,1,100
7,3878,19,19,1,1,100
7,3887,11,11,1,1,100
7,3871,26,26,1,1,100
7,3859,40,40,1,1,100
7,3789,22,111,1,1,100
7,3879,21,21,1,1,100
7,3885,15,15,1,1,100
7,3361,41,539,1,1,100
7,3889,12,12,1,1,100
7,3869,33,33,1,1,100
7,3857,44,44,1,1,100
7,3888,14,14,1,1,100
7,3884,5,18,1,1,100
7,3598,42,305,1,1,100
7,3846,11,58,1,1,100
7,3806,10,99,1,1,100
7,3845,30,61,1,1,100
7,3873,33,33,1,1,100
7,3381,7,526,1,1,100
7,3841,46,68,1,1,100
7,3895,14,14,1,1,100
7,3882,5,28,1,1,100
7,3860,50,50,1,1,100
7,3902,8,8,1,1,100
7,3886,25,25,1,1,100
7,3880,33,33,1,1,100
7,3898,15,15,1,1,100
7,3901,15,15,1,1,100
7,3874,42,42,1,1,100
7,3877,40,40,1,1,100
7,3915,2,2,1,1,100
7,3913,5,5,1,1,100
7,3903,17,17,1,1,100
7,3875,44,48,1,1,100
7,3897,26,26,1,1,100
7,3900,23,23,1,1,100
7,3896,27,27,1,1,100
7,3881,43,43,1,1,100
7,3921,3,3,1,1,100
7,3922,3,3,1,1,100
7,3863,46,67,1,1,100
7,3894,26,36,1,1,100
7,3916,16,16,1,1,100
7,3923,10,10,1,1,100
7,3910,26,26,1,1,100
7,3911,25,25,1,1,100
7,3909,28,28,1,1,100
7,3918,19,19,1,1,100
7,3389,31,549,1,1,100
7,3908,31,31,1,1,100
7,3893,50,50,1,1,100
7,3904,40,40,1,1,100
7,3867,45,77,1,1,100
7,3899,22,46,1,1,100
7,3906,39,39,1,1,100
7,3925,22,22,1,1,100
7,3418,9,529,1,1,100
7,3487,3,463,1,1,100
7,3814,50,136,1,1,100
7,3890,27,61,1,1,100
